"Código SIGEP","Nombre de la entidad","Nit","Orden","Suborden","Código DIVIPOLA Departamento","Departamento","Código DIVIPOLA Municipio ","Municipio","Clasificación Orgánica","Sector","Nivel","Tipo de Vinculacíon ","Naturaleza jurídica ","Longitud","Latitud","Año","Trimestre","Fuente","Tipo nombramiento: Asesor","Tipo nombramiento: Profesional","Tipo nombramiento: Técnico","Tipo nombramiento: Directivo","Tipo nombramiento: Asistencial","Tipo nombramiento: Otro","Tipo nombramiento: Provisional","Tipo nombramiento: Libre Nombramiento Y Remoción","Tipo nombramiento: Temporal","Tipo nombramiento: Trabajador Oficial","Tipo nombramiento: Escalafonado En Carrera","Tipo nombramiento: Elección Popular","Tipo nombramiento: Periodo Fijo","Tipo nombramiento: Periodo De Prueba","Edad: Menor o igual a 29","Edad: 30-39","Edad: 40-49","Edad: 50-62","Edad: 63 y más","Edad: No reporta","Sexo: Hombre","Sexo: Mujer","Estado civil: Casado/a","Estado civil: Soltero/a","Estado civil: Unión Libre","Estado civil: Divorciado/a","Estado civil: Viudo/a","Estado civil: No reporta","Tipo de discapacidad: Intelectual","Tipo de discapacidad: Fisica","Tipo de discapacidad: Visual","Tipo de discapacidad: Psicosocial","Tipo de discapacidad: Múltiple","Tipo de discapacidad: Auditiva","Tipo de discapacidad: Otra","Salario mensual promedio","Nivel educativo: Primaria","Nivel educativo: Secundaria","Nivel educativo: Técnico - Tecnólogo","Nivel educativo: Profesional","Nivel educativo: Especialización","Nivel educativo: Maestría","Nivel educativo: Doctorado","Nivel educativo: No reporta","Número hijos: 0","Número hijos: 1","Número hijos: 2","Número hijos: 3","Número hijos: 4 o más","Número hijos: No reporta","Vinculados","meta_vinculacion","cumplimiento"
"0899","ALCALDIA DE POLONUEVO","800076751","TERRITORIAL","MUNICIPAL","08","ATLÁNTICO","08558","POLONUEVO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,853162","10,777471","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","Cumple"
"0984","ALCALDIA DE SABANETA","890980331","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05631","SABANETA","RAMA EJECUTIVA","NO APLICA","CENTRAL","NO APLICA","ALCALDÍA","-75,61682","6,150559","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","12","42","8","0","0","0","0","0","0","0","0","2","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","2","42","0","8","0","10","2","64","7","Cumple"
"1042","ALCALDIA DE GUACARI","891380089","TERRITORIAL","MUNICIPAL","76","VALLE DEL CAUCA","76318","GUACARÍ","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,332471","3,762981","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","12","0","0","0","0","14","2","Cumple"
"1069","ALCALDIA DE SAN PEDRO DE URABA","890983814","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05665","SAN PEDRO DE URABÁ","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,379729","8,275843","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","30","0","0","0","0","35","1","Cumple"
"1122","ALCALDIA DE SIMACOTA","890208807","TERRITORIAL","MUNICIPAL","68","SANTANDER","68745","SIMACOTA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,337534","6,443588","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","70","1","Cumple"
"1166","ALCALDIA DE TAMARA","800099431","TERRITORIAL","MUNICIPAL","85","CASANARE","85400","TÁMARA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-72,163422","5,829953","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15","35","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","10","5","0","30","0","0","10","65","1","Cumple"
"1397","CAJA DE VIVIENDA POPULAR","899999074","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","22","0","0","2","0","0","0","0","0","0","0","0","26","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","6","10","62","1","Cumple"
"2785","CENTRO DE SALUD EL TABLON DE GOMEZ","900154361","TERRITORIAL","MUNICIPAL","52","NARIÑO","52258","EL TABLÓN DE GÓMEZ","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-77,097224","1,427619","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","54","9","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","72","0","54","0","0","0","126","1","Cumple"
"3083","HOSPITAL  EMIGDIO PALACIO  -ENTRERRIOS","890984779","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05264","ENTRERRÍOS","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,516908","6,566146","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","12","0","0","0","14","1","Cumple"
"3134","HOSPITAL NUESTRA SEÑORA DEL CARMEN - EL BAGRE","800138311","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05250","EL BAGRE","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-74,805277","7,601357","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","14","1","Cumple"
"3288","HOSPITAL  SAN VICENTE DE PAUL  -LORICA","800204153","TERRITORIAL","MUNICIPAL","23","CÓRDOBA","23417","LORICA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,813625","9,23764","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","70","2","Cumple"
"3426","HOSPITAL LOCAL  MATERNO INFANTIL YOTOCO","890309115","TERRITORIAL","MUNICIPAL","76","VALLE DEL CAUCA","76890","YOTOCO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-76,38463","3,860273","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","30","0","0","0","35","1","Cumple"
"3971","EMPRESA DE ENERGIA DEL CASANARE - ENERCA S.A.","844004576","TERRITORIAL","MUNICIPAL","85","CASANARE","85001","YOPAL","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS","-72,400523","5,348903","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","26","0","0","0","0","0","0","0","0","0","0","16","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","4","6","40","2","Cumple"
"4421","GOBERNACION DE VAUPES","845000021","TERRITORIAL","DEPARTAMENTAL","97","VAUPÉS","97001","MITÚ","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","GOBERNACIÓN","-70,233618","1,252174","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","26","8","8","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","26","6","8","0","2","4","50","6","Cumple"
"4661","INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE BUCARAMANGA","8902045949","TERRITORIAL","MUNICIPAL","68","SANTANDER","68001","BUCARAMANGA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-73,122742","7,119349","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","84","1","Cumple"
"5166","PERSONERIA DE CORDOBA -- CORDOBA, NARIÑO","814002152","TERRITORIAL","MUNICIPAL","52","NARIÑO","52215","CÓRDOBA","ORGANOS DE CONTROL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL","-77,3104",",5112","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","10","1","Cumple"
"6219","UNIDAD CENTRAL DEL VALLE DEL CAUCA","891900853","TERRITORIAL","MUNICIPAL","76","VALLE DEL CAUCA","76834","TULUÁ","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-76,191499","4,089869","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","24","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","3","21","3","0","0","0","3","30","5","Cumple"
"8239","SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA","NULL","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","SECRETARIA DE DESPACHO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","279","324","198","306","9","0","0","0","0","0","0","0","0","126","0","0","63","0","36","0","0","0","0","0","0","0","0","0","0","126","297","0","279","54","126","72","1,116","15","Cumple"
"0191","ALCALDIA DE CANTAGALLO","800253526","TERRITORIAL","MUNICIPAL","13","BOLÍVAR","13160","CANTAGALLO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,919121","7,38153","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","49","0","0","0","0","0","0","0","0","0","7","0","0","56","0","0","0","0","0","0","0","0","0","0","0","0","7","63","0","0","7","7","7","84","1","Cumple"
"0246","ALCALDIA DE CIUDAD BOLIVAR","890980330","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05101","CIUDAD BOLÍVAR","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,021847","5,852476","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","6","2","Cumple"
"0308","ALCALDIA DE CUNDAY","800100052","TERRITORIAL","MUNICIPAL","73","TOLIMA","73226","CUNDAY","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,69189","4,060503","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","10","1","Cumple"
"0654","ALCALDIA DE HONDA","800100058","TERRITORIAL","MUNICIPAL","73","TOLIMA","73349","HONDA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,737081","5,205118","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","10","1","Cumple"
"0662","ALCALDIA DE ISTMINA","891680067","TERRITORIAL","MUNICIPAL","27","CHOCÓ","27361","ISTMINA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,68754","5,157788","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","30","1","Cumple"
"0718","ALCALDIA DE LANDAZURI","890210704","TERRITORIAL","MUNICIPAL","68","SANTANDER","68385","LANDÁZURI","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,809258","6,219459","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","0","10","1","Cumple"
"0780","ALCALDIA DE MONTECRISTO","800254722","TERRITORIAL","MUNICIPAL","13","BOLÍVAR","13458","MONTECRISTO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,47563","8,29948","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","9","1","Cumple"
"0790","ALCALDIA DE MOSQUERA - NARIÑO","800099111","TERRITORIAL","MUNICIPAL","52","NARIÑO","52473","MOSQUERA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-78,451284","2,50923","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","10","1","Cumple"
"0894","CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA","822000091","NACIONAL","NO APLICA","50","META","50001","VILLAVICENCIO","ORGANOS AUTÓNOMOS","AMBIENTE Y DESARROLLO SOSTENIBLE","NO APLICA","NO APLICA","ORGANOS AUTÓNOMOS","-73,63769","4,151382","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","6","5","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","2","0","1","0","15","1","Cumple"
"0926","ALCALDIA DE PUERTO GAITAN","800079035","TERRITORIAL","MUNICIPAL","50","META","50568","PUERTO GAITÁN","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-72,083573","4,312977","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10","8","4","2","0","0","0","0","0","0","0","0","14","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","14","6","4","0","0","14","0","26","2","Cumple"
"0971","ALCALDIA DE RIVERA","891180040","TERRITORIAL","MUNICIPAL","41","HUILA","41615","RIVERA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,259436","2,777781","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0","0","3","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","3","6","0","0","0","3","0","9","1","Cumple"
"0985","ALCALDIA DE SABOYA","800028517","TERRITORIAL","MUNICIPAL","15","BOYACÁ","15632","SABOYÁ","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,764931","5,697783","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","Cumple"
"1011","ALCALDIA DE SAN BERNARDO - NARIÑO","800193031","TERRITORIAL","MUNICIPAL","52","NARIÑO","52685","SAN BERNARDO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-77,046937","1,514306","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","35","1","Cumple"
"1079","ALCALDIA DE SAN ZENON","891780055","TERRITORIAL","MUNICIPAL","47","MAGDALENA","47703","SAN ZENÓN","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,499119","9,245741","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","12","12","10","0","42","1","Cumple"
"1121","ALCALDIA DE SILVANIA","890680437","TERRITORIAL","MUNICIPAL","25","CUNDINAMARCA","25743","SILVANIA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,396782","4,39078","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","21","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","36","0","0","3","63","1","Cumple"
"1210","ALCALDIA DE TUNJA","891800846","TERRITORIAL","MUNICIPAL","15","BOYACÁ","15001","TUNJA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,357557","5,544642","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","14","86","52","32","0","0","0","0","0","0","0","0","0","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","108","0","14","0","22","2","190","6","Cumple"
"1244","ALCALDIA DE VENECIA - ANTIOQUIA","890980764","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05861","VENECIA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,735417","5,963962","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","18","0","0","0","0","21","1","Cumple"
"2577","CONCEJO DE TUNJA","820000349","TERRITORIAL","MUNICIPAL","15","BOYACÁ","15001","TUNJA","CORPORACIÓN POLÍTICO ADMINISTRATIVA","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL","-73,357557","5,544642","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","3","3","21","NULL","Cumple"
"3212","HOSPITAL  SAN JUAN DE DIOS  - RIOSUCIO","890801989","TERRITORIAL","DEPARTAMENTAL","17","CALDAS","17614","RIOSUCIO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,705388","5,420684","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","49","14","0","0","0","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","0","0","0","0","0","0","7","7","42","0","0","0","7","77","2","Cumple"
"3495","HOSPITAL MENTAL DE ANTIOQUIA - HOMO","890905166","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05088","BELLO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,559589","6,336729","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","70","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","30","30","0","5","105","5","Cumple"
"3579","HOSPITAL SAN JOSE DE LA GLORIA","892300343","TERRITORIAL","MUNICIPAL","20","CESAR","20383","LA GLORIA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-73,802042","8,617977","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","Cumple"
"4051","EMPRESA DE TELECOMUNICACIONES DE IPIALES S.A.","900292948","TERRITORIAL","MUNICIPAL","52","NARIÑO","52356","IPIALES","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","-77,639504",",825542","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","12","NULL","Cumple"
"4280","ESCUELA NACIONAL DEL DEPORTE","805001868","TERRITORIAL","MUNICIPAL","76","VALLE DEL CAUCA","76001","CALI","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-76,531985","3,451647","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","35","0","65","10","0","0","0","0","0","0","0","0","45","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","45","5","0","30","30","15","25","180","2","Cumple"
"4415","GOBERNACION DE PUTUMAYO","800094164","TERRITORIAL","DEPARTAMENTAL","86","PUTUMAYO","86001","MOCOA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","GOBERNACIÓN","-76,647655","1,145859","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192","363","567","702","168","0","0","0","0","0","0","0","0","201","0","0","1035","0","30","0","0","0","0","0","0","0","0","0","0","210","834","0","18","0","276","81","1,992","4","Cumple"
"4456","HOSPITAL EL CARMEN DE CHUCURI","804016365","TERRITORIAL","MUNICIPAL","68","SANTANDER","68235","EL CARMEN DE CHUCURÍ","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","EMPRESAS SOCIALES DEL ESTADO","-73,511598","6,698923","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","50","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","10","5","30","0","0","0","10","65","1","Cumple"
"4761","INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACION DE SINCELEJO","823000308","TERRITORIAL","MUNICIPAL","70","SUCRE","70001","SINCELEJO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-75,390557","9,304577","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","12","0","0","0","18","1","Cumple"
"4821","JARDIN BOTANICO DE BOGOTA  JOSE CELESTINO MUTIS","860030197","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","1","1","10","1","Cumple"
"6227","UNIDADES TECNOLOGICAS DE SANTANDER","8902087271","TERRITORIAL","DEPARTAMENTAL","68","SANTANDER","68001","BUCARAMANGA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-73,122742","7,119349","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","70","175","80","0","0","0","0","0","0","0","0","0","120","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","120","0","30","0","0","40","55","330","2","Cumple"
"8049","INSTITUTO DISTRITAL DE LAS ARTES","900413030","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","4","14","7","0","0","4","2","0","0","0","0","0","6","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","6","25","6","0","0","2","3","52","3","Cumple"
"0012","MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES","899999053","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES","CENTRAL","CABEZA","MINISTERIO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","21","21","0","0","0","0","0","0","0","0","0","0","6","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","48","9","3","0","3","6","69","9","Cumple"
"0018","DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPUBLICA","899999083","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","PRESIDENCIA DE LA REPÚBLICA","CENTRAL","CABEZA","DEPARTAMENTO ADMINISTRATIVO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","33","72","42","0","0","0","0","0","0","0","0","0","30","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","30","111","6","9","3","30","3","165","19","Cumple"
"0221","ALCALDIA DE CHINACOTA","890503106","TERRITORIAL","MUNICIPAL","54","NORTE DE SANTANDER","54172","CHINÁCOTA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-72,60247","7,600193","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","1","Cumple"
